Word,Definition
Mistä löydän suomen kielen oppikirjoja?,Where can I find Finnish textbooks?
Etsin scifi-kirjoja.,I’m looking for science fiction books.
Onko teillä Harry Potter -kirjat?,Do you have the Harry Potter books?
Onko teillä kirja nimeltään “Glitch”?,Do you have the book called “Glitch”?
En muista kirjailijan nimeä.,I don’t remember the writer’s name.
"Voisitko näyttää, missä historiasta kertovat kirjat ovat?",Could you show me where the books about history are?
Onko teillä myös äänikirjoja?,Do you also have audiobooks?
Onko teillä lukusali?,Do you have a reading room?
Onko teillä ulkomaalaisia sanomalehtiä?,Do you have foreign newspapers?
Kuinka kauan voin pitää nämä kirjat?,How long can I keep these books?
Miten voin uusia kirjoja?,How can I renew books?
Voinko uusia nämä kirjat nyt?,Can I renew these books now?
Miten voin uusia kirjat netissä?,How can I renew books online?
Tämä kirja on lainassa.,This book is on loan.
Tämä kirja löytyy toisesta kirjastosta.,This book is in another library.
Seutuvaraus maksaa kaksi euroa.,A long-distance reservation costs two euros.
Voinko varata tämän kirjan?,Can I reserve this book?
Varaamanne kirja on saapunut.,The book you reserved has arrived.
"Sain viestin, että varaamani kirja on saapunut.",I got a message that the book I reserved has arrived.
"Jos et nouda varattua kirjaa, joudut maksamaan yhden euron.","If you don’t pick up a reserved book, you have to pay one euro."
Olen kadottanut kirjastokorttini.,I’ve lost my library card.
En löydä kirjastokorttiani.,I can’t find my library card.
Unohdin kirjastokorttini kotiin.,I forgot my library card at home.
En muista tunnuslukuani.,I don’t remember my PIN code.
Voinko silti lainata tämän kirjan?,Can I still borrow this book?
En löydä kirjaa enää.,I can’t find the book anymore.
kauppa,"shop, store"
kioski,kiosk
kirpputori,flea market
liike / yritys / firma,business
lähimyymälä,neighborhood shop
myymälä,store
ostoskeskus,shopping center
osuuskauppa,cooperative shop
pienyritys,small business
ruokakauppa,grocery store
suuryritys,big corporation
tavaratalo,department store
valintamyymälä,supermarket
asiakaspalvelu,customer service
elintarvikeosasto,food department
hevi-osasto,fruit and vegetable department
itsepalvelu,self-service
kassat,cashiers (pic)
kassajono,cashier queue
kauppatavara,merchandise
kylmäkaappi,refrigerator
käytävä,aisle
leipäosasto,bread department
lihatiski,meat counter
loppuunmyynti,final sales
loppuunmyyty,sold out
osamaksu,payment installment
ostoskori,shopping basket
ostoskärry,shopping cart
ostoslista,shopping list
pakasteallas,freezer
päivittäistavarat,groceries
sisäänkäynti,entrance
uloskäynti,exit
vaateosasto,clothing department
viivakoodi,bar code
ALV,VAT
bonuskortti,bonus card
hinta,price
kassakone,cash register
kolikko,coin
kuitti,receipt
käteinen,cash
luottokortti,credit card
pankkikortti,bank card
sentti,cent
seteli,bill
hinnoitella,to price
hinnoittaa,to fix the prices
hyllyttää,to shelve
kustantaa,to finance
käydä ostoksilla,to go shopping
käydä ruokakaupassa,to go to the grocery store
laskea,to count
maksaa käteisellä,to pay with cash
maksaa luotolla,to pay on credit
maksaa pankkikortilla,to pay with bank card
myydä,to sell
ostaa,to buy
ostaa osamaksulla,to buy with installments
rikastua,to make money
tinkiä,to haggle
valita,to choose
asiakas,customer
kassa,cashier
kauppias,shopkeeper
kuluttaja-asiamies,consumer ombudsman
myyjä,salesperson
myyntipäällikkö,sales manager
antenni,aerial
auton akku,car battery
alusta,chassis
bensakanisteri,"gas can, jerrycan"
hansikaslokero,glove compartment
kattoteline,roof rack
kierroslukumittari,tachometer
kojelauta,dashboard
kojetaulu,instrument panel
konepelti,"hood, bonnet"
käynnistysakku,"starting, lighting, ignition battery"
lämmitin,heater
moottori,engine
niskatuki,headrest
nopeusmittari,"speedometer, speed indicator"
pakoputki,exhaust pipe
puskuri,bumper
pölykapseli,"hub cap, wheel disc"
rekisterikilpi,number plate
rekisterinumero,license number
"ratti, ohjauspyörä",steering wheel
säleikkö,"grille, grill"
takaluukku,tailgate
tavaratila,boot
trippimittari,"trip meter, trip odometer"
tupakansytytin,cigarette lighter
turvavyö,safety belt
tuulilasi,"windscreen, windshield"
tuulilasipyyhin,"windscreen wiper, windshield wiper"
tuulilasinpyyhkijä,"windscreen wiper, windshield wiper"
virta-avain,"car key, ignition key"
virtalukko,ignition lock
äänitorvi,horn
töötti,horn (spoken)
peili,mirror
"peruutuspeili, taustapeili",rear view mirror
sivupeili,wing mirror
"ajovalot, lähivalot, etuvalot",headlights
päivävalot,daytime running lights
jarruvalot,brake lights
kaukovalo,"full beam, driving beam"
parkkivalot,parking lights
peruutusvalot,reversing lights
seisontavalot,park lights
sumuvalot,fog lights
sivuvalot,side lights
takavalo,"rear light, tail light"
vilkku,blinker
suuntavilkku,turn signal
suuntavalot,indicator lights
hätävilkku,"emergency light, hazard light"
käsijarrun merkkivalo,brake warning light
varoitusvalo,warning light
vikavalo,"fault light, malfunction light"
rengas,"tire, tyre"
kesärengas,summer tire
talvirengas,"winter tire, snow tire"
kitkarengas,mud and snow tire
nastarengas,studded tire
vararengas,spare tire
"etupenkki, etuistuin",front seat
kuljettajan paikka,driver’s seat
matkustajan paikka,passenger seat
pelkääjän paikka,shotgun
repsikan paikka,shotgun
"takapenkki, takaistuin",back seat
turvaistuin,child’s car seat
turvakaukalo,infant carrier
lastenistuin,child seat
jarru,brake
jalkajarru,(foot) brake
käsijarru,handbrake
hätäjarru,emergency brake
seisontajarru,parking brake
kaasupoljin,accelerator pedal
jarrupoljin,brake pedal
kytkinpoljin,clutch pedal
kytkin,clutch
kytkinkori,clutch basket
kytkinvipu,clutch level
hidastin,retarder
moottorijarru,engine brake
pakokaasujarru,exhaust brake
levyjarru,disc brake
etujarru,front brake
jarruhihna,brake lining
jarruneste,brake fluid
"vaihde, vaihteet","gear, gears"
manuaali,manual
automaattinen,automatic
ykkösvaihde,first gear
vapaavaihde,second gear
peruutusvaihde,reverse gear
vaihdelaatikko,gear box
automaattinen vaihdelaatikko,automatic transmission
vaihteisto,"gearbox, transmission"
vaihdekeppi,gear stick
vaihdevipu,gear stick
vaihdepoljin,shift lever
vaihdetanko,gear shift lever
polttoaine,"fuel, petrol"
bensiini,"gasoline, petrol"
bensa (spoken),gas(oline)
diesel,diesel
lyijyllinen,leaded
lyijytön,unleaded
polttoainesäiliö,gas tank
bensatankki,fuel tank
polttoainemittari,"fuel indicator, fuel gauge, gas gauge"
bensiinimittari,gas gauge
bensamittari,gas gauge (spoken)
pakkasneste,anti-freeze coolant
lasinpesuneste,screenwash
ruostesuojaus,anti-corrosion
vaha,wax
auton kori,body
auton runko,car frame
akseli,"axle, shaft"
akselipaino,axle load
akseliväli,wheelbase
kampiakseli,crankshaft
nivelakseli,drive shaft
nokka-akseli,camshaft
nostoakseli,lift axle
ohjaava akseli,drive axle
taka-akseli,rear axle
vetoakseli,driveshaft; axle shaft
jousi,spring
jousitus,suspension
ilmajousi,air spring
ilmajousitus,air suspension
kierrejousi,coil spring
vääntöjousi,torsion spring
paraabelijousi,parabolic spring
laakeri,bearing
runkolaakeri,main bearing
ahdin,supercharger
pakokaasuahdin,turbo charger
turboahdin,turbo charger
pakoputkisto,exhaust system
paineaaltoahdin,pressure wave supercharger
mekaaninen ahdin,mechanical supercharger
ilmansuodatin,air filter
pakosarja,exhaust system
polttomoottori,internal combustion engine
sylinteri,cylinder
sylinterikansi,cylinder head
kannentiiviste,head gasket
sylinteriryhmä,cylinder block
jarrutusnestesäiliö,brake fluid reservoir
jäähdytysnestesäiliö,coolant reservoir
sytytysjärjestelmä,ignition system
sytytystulppa,spark plug
ventiili,valve
venttiilikoneisto,valve gear
virranjakaja,distributor
öljypohja,oil pan
öljytikku,dipstick
alakuolokohta (akk),bottom dead centre (BDC)
yläkuolokohta (ykk),top dead centre (TDC)
iskunvaimennin,shock absorber
äänenvaimennin,silencer
jäähdytin,radiator
kaasutin,carburetor
laturi,alternator
levypyörä,disc wheel
voimansiirto,transmission
ikimerkki,forever stamp
joulukortti,Christmas card
kirje,letter
kirjattu kirje,registered letter
kirjekuori,envelope
lähettäjä,sender
lähetys,shipment
lähin palvelupiste,closest postal outlet
muuttoilmoitus,notice of change of address
osoite,address
pikakirje,express letter
posti,post office
postiennakko,Cash On Delivery
postikortti,postcard
postilaatikko,"letterbox, mailbox"
postiluukku,mail slot
postimerkki,stamp
postinjakaja,"mailman, postman"
postinumero,postal code
valtakirja,power of attorney
"ALV, arvonlisävero","VAT, value added tax"
digitaalinen tullaus,digital customs clearance
"passi, ajokortti","ID, passport, driver’s license"
"henkilökortti, henkkarit",identity card
kadonnut paketti,lost parcel
kotiinkuljetus,home delivery
käsittelymaksu,handling fee
lahjalähetys,gift item
lähetys kotiin,home delivery
lähetyksen seurantakoodi,tracking code
lähetystunnus,item ID
nettiostos,online purchase
noutopaikka,pickup location
noutopiste,pickup point
paketti,parcel
pakettiautomaatti,parcel point
paketti kotimaahan,domestic parcel
paketti EU:n ulkopuolelta,parcel from outside the EU
paketti EU:n ulkopuolelle,parcel to outside the EU
paketin koko,size of the parcel
palautus,return
palvelupiste,service point
postipaketti,parcel
seuranta,tracking
saapumisilmoitus,notice of arrival
säilytysaika,storage period
särkyvä,fragile
toimituspaikka,delivery location
tullattava lähetys,item that requires customs clearance
tullaus,customs clearance
tulli,customs
tuonti-ilmoitus,import declaration
tuontitullaus,import clearance
ulkomailta saapuva paketti,a package from abroad
vahingoittunut paketti,damaged parcel
lähettää kirje/paketti,to send a letter/parcel
maksaa käsittelymaksu,to pay the handling fee
maksaa lähetys netissä,to pay for shipping online
saada kirje/paketti,to receive a letter/parcel
seurata lähetystä,to track the shipment
tehdä tuontitullaus,to clear through customs
toimittaa paketti perille,to deliver a parcel to someone
viedä paketti automaattiin,to take a parcel to a parcel point
pidentää paketin säilytysaikaa,to extend parcel’s storage period
saneeraus,"renovation, rebuilding; urban renewal"
korjausrakentaminen,"renovation, remodeling"
kunnostus,"restoration, overhaul"
korjaus,repair
peruskorjaus,"restoration, thorough repair"
remontti,"renovation, redecoration"
"uusinta, uusiminen",renewal
kattoremontti,"roof renovation, roof repair"
putkiremontti,plumbing repair
julkisivuremontti,facade renovation
piha-alueen remontti,yard renovation
käyttövesiremontti,hot water repair
viemäriremontti,sewer system repair
lämmitysjärjestelmän uusiminen,renewal of the heating system
ilmastointijärjestelmän uudistaminen,modernization of the air conditioning system
huoneistoremontti,apartment renovation
kylpyhuoneremontti,bathroom renovation
keittiöremontti,kitchen renovation
väliseinän rakentaminen,construction of a partition wall
väliseinän purkaminen,dismantling a partition wall
vesivahinkokorjaus,water damage repair
asbestipurku,asbestos abatement
hissin jälkiasennus,retrofitting an elevator
pintaremontti,surface repair (e.g. painting walls)
kirvesmies,carpenter
LVI-asentaja,plumber
muurari,bricklayer
putkiasentaja,pipe fitter
putkimies,plumber
rakennusmestari,site manager
rakennusmies,building worker
remontoija,renovator
remonttimies,handyman
sähköasentaja,electrician
urakoitsija,contractor
laatoittaja,tiler
asentaa,to install
avata,to open
halkaista,to split
harjata,to brush
hitsata,to weld
höylätä,to plane down
irrottaa,"to remove, detach"
kantaa,to carry
katkaista,"to break off, to sever, to disconnect"
katkaista vesi,to cut off the water
kerätä,to gather
kiristää,to tighten
kiinnittää,to attach
korjata,"to fix, repair"
käynnistää,"to turn on, to start"
laatoittaa,to tile
lapioida,to shovel
laskea,to lower down / to count
maalata,to paint
mitata,to measure
muurata,"to mason, to lay bricks"
naulata,to nail
nostaa,to lift
porata,to drill
purkaa,"to take apart, to dismantle"
pystyttää,"to erect, to put up"
rakentaa,to build
remontoida,to renovate
ruuvata,to screw
sahata,to saw
sekoittaa,to mix
siirtää,to move (an object)
sulkea,to close
säätää,to adjust
tapetoida,to wallpaper
tarkastaa,to check
tasoittaa,to level
tehdä pintaremontti,to redecorate
tyhjentää,to empty
täyttää,to fill
"uudistaa, uusia",to renew
viilata,to file
vääntää,"to twist, turn"
yhdistää,"to connect, join"
kaavin,scraper
liisterisivellin,pasting brush
luotilanka,plumb line
poistaa tapetit,to strip the wallpaper off
tasoittaa,to plaster
tapetoida,to wallpaper
tapetti,wallpaper
tapettiharja,wallpaper brush
tapettiliisteri,wallpaper paste
tapetointipöytä,pasting table
haalarit,overalls
hiekkapaperi,sandpaper
kylläste,preservative
liuotin,solvent
maalarinteippi,masking tape
maalata,to paint
maalaustela,paint roller
maali (pic),paint
maalikaukalo,paint tray
maalipurkki,paint tin
sivellin,brush
suojapaperi,dustsheet
täyteaine,filler
tärpätti,turpentine
sprii,white spirit
sieni,sponge
pintamaali,topcoat
pohjamaali,primer
pohjustus,undercoat
tiivistysaine,sealant
hammaslasta,notched trowel
kaakelointi,tiling
kumilasta,rubber trowel
laasti,plaster (material)
laatta,tile
laattapinta,surface of the tile
laatoitettu,tiled
laatoittaa,to plaster
laatoittaja,"tiler, tile layer"
laatoitus,"slating, tiling"
laattalattia,tiled floor
laattojen sauma,tile seam
levittää laastia,to spread mortar
muurauslasta,plastering trowel
saumauslaasti,jointing mortar
saumauslasta,pointing trowel
sementti,cement
vedeneristys,waterproofing
ilmanjäähdytys,air cooling
ilmastointi,ventilation
ilmanvaihtokanava,ventilation duct
ilmanvaihtokone,ventilation unit
jäähdytin,refrigeration unit
kupariseosputki,copper alloy tube
kuumavesijärjestelmä,hot water system
käyttövesijärjestelmä,tap water system
lattialämmitys,underfloor heating
lattialämmitysputki,underfloor heating pipe
lämmitysjärjestelmä,heating system
lämmitysputket,heating pipes
lämminvesivaraaja,"hot-water tank, boiler"
"lämmönvaihdin, lämmönsiirrin",heat exchanger
lämmön talteenotto,heat recovery
lämpökeskus,heating plant
lämpöpatteri,radiator
maalämpöjärjestelmä,geothermal heating system
maalämpökaivo,geothermal well
maalämpöpumppu,geothermal heat pump
patterilämmitys,radiator heating
patteriventtiili,radiator valve
poistokanava,outlet channel
putki,pipe
putkisto,the plumbing
säiliö,tank
tulokanava,inlet channel
vesihuolto,water supply
vesimittari,water meter
vesipiste,water point
vesipiste,water outlet
asbesti,asbestos
homeongelma,mold problem
keittiön kaapinovien vaihdos,kitchen cabinet door replacement
kosteusvaurio,moisture damage
kylpyhuoneen pinnoitteiden korjaus,repair of the bathroom’s surfaces
kylpyhuoneen pinnoitteiden uusiminen,renewal of bathroom’s surfaces
lattian asennus,floor installation
lattiapintojen uusiminen,replacement of floor surfaces
panelointi,paneling
parketin asennus,parquet installation
poraus,drilling
rakennustarvikkeet,building materials
rakennustyömaa,building site
remontti-ilmoitus,renovation notice
vesieristys,waterproofing
vesivaurio,water damage
viemäri,"drain, gutter, sewer"
viemäröinti,sewerage
lelu,toy
Actionman-nukke,G.I. Joe
autorata,racing system
Barbie-nukke,Barbie doll
hyrrä,spinning top
jojo,yo-yo
kippiauto,dump truck
leluauto,toy car
nukke,doll
mollamaija,rag doll
muovailuvaha,plasticine
nukenvaunut,doll’s pram
nukkekoti,doll house
palapeli,puzzle
pehmolelu,soft toy
piirros,drawing
puuhevonen,rocking horse
puuleikkijuna,wooden toy train
rakennuspalikka,"brick, block"
nalle,teddybear
vesipyssy,water gun
värikynät,colored pencils
värityskirja,coloring book
satukirja (satu),story book
väriliidut,crayons
ulkoleikki,outdoor game
hiekkalaatikko,sandbox
hiekkalinna,sand castle
hippa,tag
hyppynaru,skipping rope
jääkiekkopeli,ice hockey game
kapteeni käskee,Simon says
keinu,swing
kiikkulauta,see-saw
kiipeilyteline,climbing frame
"kivi, paperi ja sakset",rock-paper-scissors
kolmipyörä,tricycle
köydenveto,tug of war
lapio,spade
leija,kite
leikkikenttä,playground
leikkimökki,playhouse
liukumäki,slide
pallomeri,ball pit
partio,scouts
pihaleikit,playground games
piiloleikki,hide and seek
pomppulinna,inflatable castle
pulkka,sled
puumaja,tree house
rattikelkka,snow racer
ruutuhyppely,hopscotch
seuraa johtajaa,follow the leader
tuolileikki,musical chairs
tyynysota,pillow fight
ämpäri,bucket
antaa pusu,to give a kiss
askarrella,to do arts and crafts
auttaa äitiä/isää,to help mother/father
harrastaa balettia,to do ballet
hoitaa,to take care of
hyppiä,"to hop, jump"
hyppiä lätäköissä,to jump in puddles
hypätä narua,to skip rope
hypätä ruutua,to play hopscotch
istua äidin sylissä,to sit on mother’s lap
itkeä,to cry
itsenäistyä,to become independent
juosta,to run
juosta kilpaa,to run a race
kastella sänky,to wet the bed
kasvaa,to grow
kasvattaa lapsia,to raise children
katsoa televisiota,to watch television
katsoa piirrettyjä,to watch cartoons
keinua,to swing
kiljua,"to squeal, scream"
kiukutella,"to whine, tantrum"
kiusata muita,to tease/bully others
kiivetä,to climb
koota palapelejä,to do jigsaw puzzles
kutittaa,to tickle
käydä eläintarhassa,to visit the zoo
käydä huvipuistossa,to visit an amusement park
käydä koulua,to go to school
käydä kylvyssä,to take a both
käydä liikuntakerhossa,to go to a sports club
käydä mummolassa,to visit grandma
käydä näytelmäkerhossa,to go to drama club
käydä pianotunneilla,to attend piano lessons
käydä potalla,to go potty
käydä ratsastustunneilla,to attend riding lessons
käyttäytyä kunnolla,to behave well
laskea kymmeneen,to count to ten
laskea liukumäkeä,to go down the slide
laskea mäkeä pulkalla,to go downhill with a sled
laskea pulkkamäkeä,to sled down the hill
laulaa,to sing
leikkiä,to play
leikkiä hiekkalaatikolla,to play in the sandbox
leikkiä hippaa,to play tag
leikkiä kotia,to play house
leikkiä legoilla,to play with legos
leikkiä lumisotaa,to have a snowball fight
leikkiä nallella,to play with a teddybear
leikkiä nukella,to play with a doll
leikkiä pallolla,to play with a ball
leikkiä pihalla,to play in the yard
leikkiä piilosta,to play hide and seek
lukea satuja,to read fairytales
lukea kuvakirjoja,to read picture books
maalata,to paint
mennä mummolaan,to go to grandma’s place
mennä yökylään,to go on a sleepover
mennä päikkäreille,to go nap
nukkua,to sleep
nukkua päiväunet,to have a nap
nukkua päikkärit,to have a nap
olla äidin sylissä,to be in mother’s arms
oppia hiihtämään,to learn to ski
oppia kirjoittamaan,to learn to write
oppia laskemaan,to learn to count
oppia luistelemaan,to learn to skate
oppia uimaan,to learn to swim
pelata jalkapalloa,to play soccer
pelata tietokonepelejä,to play computer games
pelätä pimeää,to be afraid of the dark
piirtää,to draw
poimia kukkia äidille,to pick flowers for mother
pomppia,to bounce
potkia palloa,to kick a ball
puhaltaa saippuakuplia,to blow soap bubbles
pukeutua itse,to dress oneself
pyytää apua,to ask for help
pyöräillä,to ride a bike
rakentaa hiekkalinna,to build a sandcastle
rakentaa legoilla,to build with legos
rangaista,to punish
roikkua puissa,to hang in the trees
saada kavereita,to get friends
saada raivari,to throw a tantrum
seikkailla,to go on adventures
sotkea,to mess up
suuttua,to get angry
syödä aamupala,to eat breakfast
syödä iltapala,to eat dinner
syödä välipala,to eat a snack
tarvita apua,to need help
totella,to obey
tehdä lumienkeleitä,to make snow angels
tehdä lumiukko,to build a snowman
tehdä läksyt,to do homework
tulla äidin syliin,to come in mother’s arms
töniä muita,to push others
viedä kouluun,to drop off at school
viedä päiväkotiin,to drop off at daycare
vierastaa ihmisiä,to be shy of people
viihtyä koulussa,to do well in school
värittää,to color
lastenhuone,children’s room
lastenvaatteet,children’s clothes
lapsenvahti,babysitter
lastenhoitaja,nanny
päiväkoti,nursery
"esikoulu, “eskari”",preschool
lastenrattaat,pushchair
kahluuallas,paddling pool
kellukkeet,floaties
uimarengas,swim ring
lapsialennus,child discount
lastenallas,children’s pool
turvakoroke,booster seat
maitohampaat,milk teeth
varhaiskasvatus,early childhood education
nukkumaanmenoaika,bedtime
iltasatu,bedtime story
iltapesu,evening wash
kutittaa,to tickle
välitunti,"recess, playtime"
"päiväunet, “päikkärit”",nap
tuhma,badly-behaved
kiltti,well-behaved
iltapäiväkerho,afternoon club
taskuraha,pocket money
viikkoraha,weekly allowance
synttärilahja,birthday present
pääsiäispupu,easter bunny
joulupukki,Santa
hammaskeiju,tooth fairy
satuhahmo,fairy tale character
suloinen,"sweet, lovely"
söpö,cute
prinsessa ja prinssi,princess and prince
seikkailu,adventure
mielikuvitus,imagination
"raivokohtaus, raivari",temper tantrum
Olen syntynyt neljäs tammikuuta vuonna 2001.,"I was born on January 4, 2001."
Olen syntynyt Irakissa / Venäjällä.,I was born in Irak / Russia.
Asuin lapsena Afganistanissa.,I lived in Afghanistan as a child.
Vietin lapsuuteni Namibiassa.,I spent my childhood in Namibia.
Minulla oli onnellinen lapsuus.,I had a happy childhood.
Minulla oli vaikea lapsuus.,I had a difficult childhood.
Lapsuuteni oli onnellinen.,My childhood was happy.
Minulla on onnellisia muistoja.,I have happy memories.
Olin lapsena hyvin hiljainen.,I was really quiet as a child.
Olin lapsena ylivilkas.,I was overactive when I was a child.
Olin lapsena hyvä koulussa.,I was good at school as a child.
Pelasin paljon jalkapalloa lapsena.,I played a lot of soccer as a child.
Minulla on kaksi sisarusta.,I have two siblings.
Minulla on isoveli ja pikkusisko.,I have a big brother and a younger sister.
En muista paljon lapsuudestani.,I don’t remember much from my childhood.
Pelasin jalkapalloa lapsena.,I played soccer when I was a child.
Leikin paljon ulkona lapsena.,I played outside a lot when I was a child.
Leikin lapsena pikkuveljeni kanssa.,I played with my younger brother as a child.
Lapsena leikin melkein aina nukeilla.,As a child I played almost always with dolls.
Minulla oli paljon leluja lapsena.,I had a lot of toys as a child.
"Pyöräilin usein, kun olin pieni.",I biked a lot when I was small.
Kävin mummolassa joka viikonloppuna.,I visited my grandparents every weekend.
"Rakastin palapelejä, kun olin lapsi.",I loved puzzles when I was a child.
"Olin isän tyttö, kun olin pieni.",I was daddy’s girl when I was small.
Minulla oli paljon kavereita lapsena.,I had a lot of friends when I was a child.
Leikimme usein piilosta.,We often played hide and seek.
Meillä oli pihalla leikkimökki.,We had a playhouse in the yard.
Minulla on yksi lapsi/tyttö/poika.,I have one child/ daughter/son.
Minulla on kaksi lasta.,I have two children.
Minulla ei ole lapsia.,I don’t have children.
Minulla on kaksoset/kolmoset.,I have twins/triplets.
Minulla on yksi poika ja kaksi tyttöä.,I have one son and two daughters.
Minulla on kaksi poikaa ja neljä tyttöä.,I have two sons and four daughters.
Lapseni on viisivuotias (5-vuotias).,My child is five.
Lapseni on viisi vuotta vanha.,My child is five years old.
Lapseni täyttää pian 8.,My child will soon turn 8.
Lapseni täytti juuri 10.,My child just turned 10.
Lapseni on vielä pieni.,My child is still small.
Lapseni ovat vielä pieniä.,My children are still small.
Lapseni on jo aikuinen.,My child is already grown up.
Lapseni ovat jo aikuisia.,My children are already grown up.
Lapseni on päiväkodissa.,My child is in day care.
Lapseni on eskarissa.,My child is in preschool.
Lapseni on ekalla luokalla.,My child is in first grade.
Lapseni on ekaluokkalainen.,My child is a first grader.
Lapseni on tokalla luokalla.,My child is in second grade.
Lapseni käy jo koulua.,My child goes to school already.
Lapseni tykkää käydä koulua.,My child likes to go to school.
Lapseni ei tykkää käydä koulua.,My child doesn’t like to go to school.
Lapseni aloittaa koulunkäynnin pian.,My child will soon start school.
Lapseni käy englanninkielistä päiväkotia.,My child goes to an English-speaking day care center.
Lapseni pärjää hyvin suomenkielisessä koulussa.,My child is doing well in Finnish school.
Lapseni käy S2-tunneilla.,My child has “Finnish as a second language” classes.
Lapsellani on lukivaikeus.,My child has reading difficulties.
Autan lastani läksyissä.,I help my child with homework.
En osaa auttaa lastani läksyissä.,I can’t help my child with homework.
Lapseni puhuu jo jonkin verran suomea.,My child already speaks some Finnish.
Lapseni osaa puhua suomea paremmin kuin minä.,My child can speak Finnish better than I can.
Lapseni oppii suomea nopeammin kuin minä.,My child is learning Finnish faster than I am.
Puhun lapseni kanssa kotona äidinkieltäni.,I speak my native language with my child at home.
Mieheni puhuu lasten kanssa suomea.,My husband speaks Finnish with the children.
Lapseni on kaksikielinen.,My child is bilingual.
Lapseni kasvaa hurjaa vauhtia.,My child is growing like crazy.
Lapseni osaa jo kävellä.,My child already knows how to walk.
Lapsen oppii kävelemään.,My child is learning how to walk.
Lapseni maitohampaat alkavat tippua.,My child’s milk teeth are starting to fall out.
Pelaan lapseni kanssa jalkapalloa.,I play soccer with my child.
Lapseni leikkii naapurin lasten kanssa.,My child plays with the neighbor’s children.
Lapseni osaa jo uida.,My child knows how to swim already.
Lapseni osaa hiihtää ja luistella.,My child knows how to ski and ice skate.
Lapseni käy uimakoulua.,My child takes swimming lessons.
Vien lapseni joka viikko jalkapallotreeneihin.,I take my child to football training every week.
Lapseni juoksee ja kiipeää koko ajan.,My child runs and climbs all the time.
Lapseni lempiruoka on makaronilaatikko.,My child’s favorite food is macaroni casserole.
Lapseni lempilelu on paloauto.,My child’s favorite toy is a fire truck.
Lapseni tykkää leikkiä hiekkalaatikossa.,My child likes to play in the sandbox.
Lapseni rakastaa vettä / uimista.,My child loves water / swimming.
Lapseni haluaisi lemmikkieläimen.,My child would like a pet.
Lapseni on allerginen pähkinöille.,My child is allergic to nuts.
Lapseni on allerginen kissoille ja koirille.,My child is allergic to cats and dogs.
Lapsellani on liikaa leluja.,My child has too many toys.
Lapseni syö liikaa karkkia.,My child eats too much candy.
Lapseni on ujo.,My child is shy.
Yritän lukea lapselleni iltasatuja.,I try to read bedtime stories to my child.
Ennen nukkumaanmenoaikaa luemme satuja.,Before bedtime we read bedtime stories.
Lapseni lempiaine on liikunta.,My child’s favorite school subject is PE.
Lapseni nukkumaanmenoaika on kello 7.,My child’s bedtime is at 7 pm.
Olen kolmannella / neljännellä luokalla.,I’m in third /fourth grade
Miten meni tänään koulussa?,How did it go in school today?
Leikitään kotia! Tule mukaan leikkimään.,Let’s play house! Come play with me/us.
Onko pipi?,Does it hurt? (children’s language)
"Voi, onko tullut pipi?","Oh no, did you get hurt? (children’s language)"
Anna kun äiti puhaltaa pipiin.,Let mommy blow on it.
Anna kun äiti auttaa.,Let mommy help.
Tarvitsetko apua kotiläksyissä?,Do you need help with homework?
Oletko jo tehnyt kotiläksyt?,Have you done your homework already?
Tulepa isin syliin!,Come sit on daddy’s lap!
